,Volumen,Nombre,Hora,Fecha,Stocks
268,                      296.523                  ,                      MERCADOLIBRE                  ,                                                20:49                                        ,2018-11-09,"                      323,005                  "
269,                      2.933.548                  ,                      MICROCHIP                  ,                                                20:49                                        ,2018-11-09,"                      71,615                  "
270,                      18.888.129                  ,                      MICRON TECH.                  ,                                                20:49                                        ,2018-11-09,"                      38,990                  "
271,                      20.505.755                  ,                      MICROSOFT                  ,                                                20:49                                        ,2018-11-09,"                      109,175                  "
272,                      3.754.777                  ,                      MONDELEZ INT                  ,                                                20:49                                        ,2018-11-09,"                      44,179                  "
273,                      3.461.093                  ,                      MONSTER BEVE                  ,                                                20:49                                        ,2018-11-09,"                      56,530                  "
274,                      2.359.000                  ,                      MYLAN N.V.                  ,                                                20:49                                        ,2018-11-09,"                      36,880                  "
275,                      1.105.546                  ,                      NETEASE                  ,                                                20:48                                        ,2018-11-09,"                      219,595                  "
276,                      10.626.653                  ,                      NETFLIX INC.                  ,                                                20:49                                        ,2018-11-09,"                      302,270                  "
277,                      8.087.427                  ,                      NVIDIA CORP.                  ,                                                20:49                                        ,2018-11-09,"                      204,888                  "
278,                      2.174.670                  ,                      NXP SEMICON.                  ,                                                20:49                                        ,2018-11-09,"                      83,200                  "
279,                      528.388                  ,                      O'REILLY AUT                  ,                                                20:48                                        ,2018-11-09,"                      354,550                  "
280,                      768.721                  ,                      PACCAR INC.                  ,                                                20:49                                        ,2018-11-09,"                      58,360                  "
281,                      636.813                  ,                      PAYCHEX INC                  ,                                                20:49                                        ,2018-11-09,"                      68,640                  "
282,                      6.200.967                  ,                      PAYPAL HOLDI                  ,                                                20:49                                        ,2018-11-09,"                      86,180                  "
283,                      2.986.846                  ,"                      PEPSICO, INC                  ",                                                20:49                                        ,2018-11-09,"                      117,230                  "
284,                      15.349.544                  ,                      QUALCOMM INC                  ,                                                20:49                                        ,2018-11-09,"                      56,370                  "
285,                      366.199                  ,                      REGENERON PH                  ,                                                20:48                                        ,2018-11-09,"                      355,160                  "
286,                      1.093.951                  ,                      ROSS STORES                  ,                                                20:49                                        ,2018-11-09,"                      102,270                  "
287,                      5.321.119                  ,                      SEAGATE TECH                  ,                                                20:49                                        ,2018-11-09,"                      43,150                  "
288,                      1.155.991                  ,                      SHIRE PLC                  ,                                                20:48                                        ,2018-11-09,"                      180,230                  "
289,                      10.393.829                  ,                      SIRIUS XM HL                  ,                                                20:49                                        ,2018-11-09,"                      6,210                  "
290,                      6.411.947                  ,                      SKYWORKS                  ,                                                20:49                                        ,2018-11-09,"                      75,800                  "
291,                      5.419.047                  ,                      STARBUCKS                  ,                                                20:49                                        ,2018-11-09,"                      68,580                  "
292,                      4.949.575                  ,                      SYMANTEC COR                  ,                                                20:49                                        ,2018-11-09,"                      22,000                  "
293,                      431.779                  ,                      SYNOPSYS INC                  ,                                                20:49                                        ,2018-11-09,"                      92,940                  "
294,                      1.524.757                  ,"                      T-MOBILE US,                  ",                                                20:49                                        ,2018-11-09,"                      68,359                  "
295,                      4.723.991                  ,                      TAKE-TWO INT                  ,                                                20:49                                        ,2018-11-09,"                      111,600                  "
296,                      4.190.036                  ,                      TESLA MOTORS                  ,                                                20:49                                        ,2018-11-09,"                      348,920                  "
297,                      3.555.435                  ,                      TEXAS INSTRS                  ,                                                20:49                                        ,2018-11-09,"                      95,930                  "
298,                      7.169.528                  ,                      TWENTY-FIRST                  ,                                                20:49                                        ,2018-11-09,"                      48,200                  "
299,                      3.003.978                  ,                      TWENTY-FIRST                  ,                                                20:48                                        ,2018-11-09,"                      47,770                  "
300,                      1.042.325                  ,                      ULTA SALON                  ,                                                20:49                                        ,2018-11-09,"                      304,400                  "
301,                      681.409                  ,                      VERISK ANALY                  ,                                                20:49                                        ,2018-11-09,"                      122,654                  "
302,                      895.237                  ,                      VERTEX PHARM                  ,                                                20:48                                        ,2018-11-09,"                      179,650                  "
303,                      4.687.654                  ,                      VODAFONE GRP                  ,                                                20:49                                        ,2018-11-09,"                      18,744                  "
304,                      2.196.130                  ,                      WALGREENS B.                  ,                                                20:49                                        ,2018-11-09,"                      82,040                  "
305,                      4.199.745                  ,                      WESTERN DIGI                  ,                                                20:49                                        ,2018-11-09,"                      45,520                  "
306,                      1.245.268                  ,"                      WORKDAY, INC                  ",                                                20:49                                        ,2018-11-09,"                      139,300                  "
307,                      4.346.844                  ,                      WYNN RESORTS                  ,                                                20:49                                        ,2018-11-09,"                      98,905                  "
308,                      1.561.741                  ,                      XILINX INC                  ,                                                20:49                                        ,2018-11-09,"                      85,299                  "
309,                      28.547.600                  ,                      ACTIVISION I                  ,                                                21:04                                        ,2018-11-09,"                      54,700                  "
310,                      1.678.950                  ,                      ADOBE SYSTEM                  ,                                                21:04                                        ,2018-11-09,"                      243,340                  "
311,                      814.995                  ,                      ALEXION PHAR                  ,                                                21:04                                        ,2018-11-09,"                      123,540                  "
312,                      1.340.370                  ,                      ALIGN TECH                  ,                                                21:04                                        ,2018-11-09,"                      233,010                  "
313,                      975.140                  ,                      ALPHABET A                  ,                                                21:04                                        ,2018-11-09,"                      1.074,350                  "
314,                      927.563                  ,                      ALPHABET C                  ,                                                21:04                                        ,2018-11-09,"                      1.063,820                  "
315,                      4.590.937                  ,                      AMAZON.COM                  ,                                                21:04                                        ,2018-11-09,"                      1.717,090                  "
316,                      4.414.324                  ,                      AMER.AIR.GRP                  ,                                                21:04                                        ,2018-11-09,"                      36,440                  "
317,                      1.250.263                  ,                      AMGEN INC                  ,                                                21:04                                        ,2018-11-09,"                      192,970                  "
318,                      2.091.374                  ,                      ANALOG DEVIC                  ,                                                21:04                                        ,2018-11-09,"                      87,290                  "
319,                      24.332.129                  ,                      APPLE INC                  ,                                                21:04                                        ,2018-11-09,"                      203,960                  "
320,                      5.175.270                  ,                      APPLI.MATLS.                  ,                                                21:04                                        ,2018-11-09,"                      34,235                  "
321,                      1.241.355                  ,                      ASML HOLDING                  ,                                                21:04                                        ,2018-11-09,"                      173,760                  "
322,                      974.280                  ,                      AUTODESK INC                  ,                                                21:04                                        ,2018-11-09,"                      135,240                  "
323,                      1.058.784                  ,                      AUTOMAT.DATA                  ,                                                21:04                                        ,2018-11-09,"                      146,950                  "
324,                      2.128.755                  ,                      BAIDU                  ,                                                21:04                                        ,2018-11-09,"                      183,290                  "
325,                      449.028                  ,                      BIOGEN INC.                  ,                                                21:04                                        ,2018-11-09,"                      324,980                  "
326,                      539.152                  ,                      BIOMARIN PHA                  ,                                                21:04                                        ,2018-11-09,"                      95,510                  "
327,                      236.787                  ,                      BOOKING HOLD                  ,                                                21:03                                        ,2018-11-09,"                      1.939,150                  "
328,                      2.386.085                  ,                      BROADCOM COR                  ,                                                21:04                                        ,2018-11-09,"                      237,020                  "
329,                      870.444                  ,                      CADENCE DESI                  ,                                                21:04                                        ,2018-11-09,"                      46,160                  "
330,                      2.855.862                  ,                      CELGENE CORP                  ,                                                21:04                                        ,2018-11-09,"                      74,000                  "
331,                      1.432.534                  ,                      CERNER CORP                  ,                                                21:04                                        ,2018-11-09,"                      57,460                  "
332,                      498.033                  ,                      CHARTER COMM                  ,                                                21:04                                        ,2018-11-09,"                      320,780                  "
333,                      881.075                  ,                      CHECK POINT                  ,                                                21:04                                        ,2018-11-09,"                      112,330                  "
334,                      232.457                  ,                      CINTAS CORP                  ,                                                21:03                                        ,2018-11-09,"                      179,200                  "
335,                      14.765.314                  ,                      CISCO SYSTEM                  ,                                                21:04                                        ,2018-11-09,"                      47,160                  "
336,                      435.924                  ,                      CITRIX SYS.                  ,                                                21:04                                        ,2018-11-09,"                      106,530                  "
337,                      1.922.909                  ,                      COGNIZANT                  ,                                                21:04                                        ,2018-11-09,"                      70,185                  "
338,                      10.547.019                  ,                      COMCAST CL A                  ,                                                21:04                                        ,2018-11-09,"                      38,280                  "
339,                      1.482.430                  ,                      COSTCO WHOLE                  ,                                                21:04                                        ,2018-11-09,"                      237,455                  "
340,                      3.424.173                  ,                      CSX CORPORAT                  ,                                                21:04                                        ,2018-11-09,"                      70,450                  "
341,                      7.244.358                  ,                      CTRIP.COM                  ,                                                21:04                                        ,2018-11-09,"                      25,995                  "
342,                      6.979.075                  ,                      DENTSPLY SIR                  ,                                                21:04                                        ,2018-11-09,"                      35,940                  "
343,                      1.283.640                  ,                      DOLLAR TREE                  ,                                                21:04                                        ,2018-11-09,"                      86,230                  "
344,                      5.943.319                  ,                      EBAY INC.                  ,                                                21:04                                        ,2018-11-09,"                      29,715                  "
345,                      5.131.707                  ,                      ELECTRO.ARTS                  ,                                                21:04                                        ,2018-11-09,"                      88,795                  "
346,                      1.132.384                  ,                      EXPEDIA INC                  ,                                                21:04                                        ,2018-11-09,"                      124,395                  "
347,                      1.552.130                  ,                      EXPRESS SCR.                  ,                                                21:04                                        ,2018-11-09,"                      98,630                  "
348,                      12.289.285                  ,                      FACEBOOK INC                  ,                                                21:04                                        ,2018-11-09,"                      145,030                  "
349,                      2.878.282                  ,                      FASTENAL CO.                  ,                                                21:04                                        ,2018-11-09,"                      54,650                  "
350,                      1.252.075                  ,                      FISERV INC                  ,                                                21:04                                        ,2018-11-09,"                      79,985                  "
351,                      2.586.265                  ,                      GILEAD SCIEN                  ,                                                21:04                                        ,2018-11-09,"                      70,970                  "
352,                      764.791                  ,"                      HASBRO, INC.                  ",                                                21:04                                        ,2018-11-09,"                      97,140                  "
353,                      810.841                  ,                      HENRY SCHEIN                  ,                                                21:04                                        ,2018-11-09,"                      84,910                  "
354,                      1.641.867                  ,                      HOLOGIC INC                  ,                                                21:04                                        ,2018-11-09,"                      41,530                  "
355,                      635.652                  ,                      HUNT J B TRA                  ,                                                21:03                                        ,2018-11-09,"                      107,100                  "
356,                      234.774                  ,                      IDEXX LAB                  ,                                                21:04                                        ,2018-11-09,"                      205,850                  "
357,                      782.044                  ,                      ILLUMINA INC                  ,                                                21:04                                        ,2018-11-09,"                      328,700                  "
358,                      818.649                  ,                      INCYTE GENOM                  ,                                                21:04                                        ,2018-11-09,"                      66,050                  "
359,                      14.590.095                  ,                      INTEL CORP                  ,                                                21:04                                        ,2018-11-09,"                      48,065                  "
360,                      1.166.545                  ,                      INTUIT INC                  ,                                                21:04                                        ,2018-11-09,"                      221,070                  "
361,                      456.334                  ,                      INTUITIVE S.                  ,                                                21:04                                        ,2018-11-09,"                      532,300                  "
362,                      13.398.188                  ,"                      JD.COM, INC.                  ",                                                21:04                                        ,2018-11-09,"                      21,820                  "
363,                      936.325                  ,                      KLA-TENCOR                  ,                                                21:04                                        ,2018-11-09,"                      95,250                  "
364,                      3.832.982                  ,                      KRAFT HEINZ                  ,                                                21:04                                        ,2018-11-09,"                      53,920                  "
365,                      1.160.109                  ,                      LAM RESEARCH                  ,                                                21:04                                        ,2018-11-09,"                      147,960                  "
366,                      2.365.233                  ,                      LIBERTY GLO.                  ,                                                21:04                                        ,2018-11-09,"                      24,700                  "
367,                      1.475.972                  ,                      LIBERTY GLOB                  ,                                                21:04                                        ,2018-11-09,"                      25,265                  "
368,                      3.690.684                  ,                      LIBERTY INTE                  ,                                                21:04                                        ,2018-11-09,"                      24,555                  "
369,                      1.094.975                  ,                      MARRIOTT INT                  ,                                                21:04                                        ,2018-11-09,"                      116,920                  "
370,                      2.159.917                  ,                      MAXIM INTGED                  ,                                                21:04                                        ,2018-11-09,"                      51,970                  "
371,                      304.801                  ,                      MERCADOLIBRE                  ,                                                21:04                                        ,2018-11-09,"                      323,610                  "
372,                      3.036.232                  ,                      MICROCHIP                  ,                                                21:04                                        ,2018-11-09,"                      71,830                  "
373,                      19.312.644                  ,                      MICRON TECH.                  ,                                                21:04                                        ,2018-11-09,"                      39,040                  "
374,                      21.506.940                  ,                      MICROSOFT                  ,                                                21:04                                        ,2018-11-09,"                      109,630                  "
375,                      4.122.365                  ,                      MONDELEZ INT                  ,                                                21:04                                        ,2018-11-09,"                      44,240                  "
376,                      3.727.719                  ,                      MONSTER BEVE                  ,                                                21:04                                        ,2018-11-09,"                      56,710                  "
377,                      2.470.154                  ,                      MYLAN N.V.                  ,                                                21:04                                        ,2018-11-09,"                      36,920                  "
378,                      1.139.481                  ,                      NETEASE                  ,                                                21:04                                        ,2018-11-09,"                      219,655                  "
379,                      11.229.991                  ,                      NETFLIX INC.                  ,                                                21:04                                        ,2018-11-09,"                      303,750                  "
380,                      8.435.235                  ,                      NVIDIA CORP.                  ,                                                21:04                                        ,2018-11-09,"                      206,216                  "
381,                      2.342.413                  ,                      NXP SEMICON.                  ,                                                21:04                                        ,2018-11-09,"                      83,480                  "
382,                      550.064                  ,                      O'REILLY AUT                  ,                                                21:04                                        ,2018-11-09,"                      355,020                  "
383,                      816.250                  ,                      PACCAR INC.                  ,                                                21:04                                        ,2018-11-09,"                      58,470                  "
384,                      672.156                  ,                      PAYCHEX INC                  ,                                                21:04                                        ,2018-11-09,"                      68,790                  "
385,                      6.481.728                  ,                      PAYPAL HOLDI                  ,                                                21:04                                        ,2018-11-09,"                      86,450                  "
386,                      3.203.392                  ,"                      PEPSICO, INC                  ",                                                21:04                                        ,2018-11-09,"                      117,110                  "
387,                      16.035.319                  ,                      QUALCOMM INC                  ,                                                21:04                                        ,2018-11-09,"                      56,310                  "
388,                      376.791                  ,                      REGENERON PH                  ,                                                21:03                                        ,2018-11-09,"                      355,450                  "
389,                      1.173.570                  ,                      ROSS STORES                  ,                                                21:04                                        ,2018-11-09,"                      102,460                  "
390,                      5.644.705                  ,                      SEAGATE TECH                  ,                                                21:04                                        ,2018-11-09,"                      43,340                  "
391,                      1.176.989                  ,                      SHIRE PLC                  ,                                                21:02                                        ,2018-11-09,"                      180,260                  "
