,Volumen,Nombre,Hora,Fecha,Stocks
15,                      1.945.997                  ,                      BAIDU                  ,                                                20:19                                        ,2018-11-09,"                      182,110                  "
16,                      393.430                  ,                      BIOGEN INC.                  ,                                                20:19                                        ,2018-11-09,"                      323,750                  "
17,                      481.657                  ,                      BIOMARIN PHA                  ,                                                20:19                                        ,2018-11-09,"                      95,300                  "
18,                      195.317                  ,                      BOOKING HOLD                  ,                                                20:19                                        ,2018-11-09,"                      1.924,380                  "
19,                      2.085.953                  ,                      BROADCOM COR                  ,                                                20:19                                        ,2018-11-09,"                      235,450                  "
20,                      748.788                  ,                      CADENCE DESI                  ,                                                20:19                                        ,2018-11-09,"                      45,880                  "
21,                      2.542.047                  ,                      CELGENE CORP                  ,                                                20:19                                        ,2018-11-09,"                      73,690                  "
22,                      1.292.627                  ,                      CERNER CORP                  ,                                                20:19                                        ,2018-11-09,"                      57,195                  "
23,                      432.932                  ,                      CHARTER COMM                  ,                                                20:19                                        ,2018-11-09,"                      317,160                  "
24,                      809.759                  ,                      CHECK POINT                  ,                                                20:19                                        ,2018-11-09,"                      111,810                  "
25,                      194.607                  ,                      CINTAS CORP                  ,                                                20:19                                        ,2018-11-09,"                      177,800                  "
26,                      13.244.603                  ,                      CISCO SYSTEM                  ,                                                20:19                                        ,2018-11-09,"                      46,750                  "
27,                      356.608                  ,                      CITRIX SYS.                  ,                                                20:19                                        ,2018-11-09,"                      105,810                  "
28,                      1.634.674                  ,                      COGNIZANT                  ,                                                20:19                                        ,2018-11-09,"                      69,910                  "
29,                      9.422.102                  ,                      COMCAST CL A                  ,                                                20:19                                        ,2018-11-09,"                      38,040                  "
30,                      1.346.770                  ,                      COSTCO WHOLE                  ,                                                20:19                                        ,2018-11-09,"                      237,440                  "
31,                      2.916.763                  ,                      CSX CORPORAT                  ,                                                20:19                                        ,2018-11-09,"                      70,030                  "
32,                      6.443.800                  ,                      CTRIP.COM                  ,                                                20:19                                        ,2018-11-09,"                      25,900                  "
33,                      6.349.590                  ,                      DENTSPLY SIR                  ,                                                20:19                                        ,2018-11-09,"                      35,970                  "
34,                      1.098.138                  ,                      DOLLAR TREE                  ,                                                20:19                                        ,2018-11-09,"                      86,130                  "
35,                      5.025.414                  ,                      EBAY INC.                  ,                                                20:19                                        ,2018-11-09,"                      29,630                  "
36,                      4.286.649                  ,                      ELECTRO.ARTS                  ,                                                20:19                                        ,2018-11-09,"                      88,420                  "
37,                      879.907                  ,                      EXPEDIA INC                  ,                                                20:19                                        ,2018-11-09,"                      124,200                  "
38,                      1.349.741                  ,                      EXPRESS SCR.                  ,                                                20:19                                        ,2018-11-09,"                      98,520                  "
39,                      10.539.360                  ,                      FACEBOOK INC                  ,                                                20:19                                        ,2018-11-09,"                      144,150                  "
40,                      2.563.629                  ,                      FASTENAL CO.                  ,                                                20:19                                        ,2018-11-09,"                      54,340                  "
41,                      1.080.131                  ,                      FISERV INC                  ,                                                20:19                                        ,2018-11-09,"                      79,760                  "
42,                      2.215.110                  ,                      GILEAD SCIEN                  ,                                                20:19                                        ,2018-11-09,"                      70,770                  "
43,                      632.856                  ,"                      HASBRO, INC.                  ",                                                20:19                                        ,2018-11-09,"                      96,750                  "
44,                      689.690                  ,                      HENRY SCHEIN                  ,                                                20:19                                        ,2018-11-09,"                      84,720                  "
45,                      1.459.831                  ,                      HOLOGIC INC                  ,                                                20:19                                        ,2018-11-09,"                      41,540                  "
46,                      531.930                  ,                      HUNT J B TRA                  ,                                                20:19                                        ,2018-11-09,"                      106,410                  "
47,                      206.368                  ,                      IDEXX LAB                  ,                                                20:19                                        ,2018-11-09,"                      203,850                  "
48,                      713.871                  ,                      ILLUMINA INC                  ,                                                20:19                                        ,2018-11-09,"                      324,950                  "
49,                      740.687                  ,                      INCYTE GENOM                  ,                                                20:19                                        ,2018-11-09,"                      65,710                  "
50,                      12.490.241                  ,                      INTEL CORP                  ,                                                20:19                                        ,2018-11-09,"                      47,905                  "
51,                      1.063.764                  ,                      INTUIT INC                  ,                                                20:19                                        ,2018-11-09,"                      219,130                  "
52,                      407.594                  ,                      INTUITIVE S.                  ,                                                20:18                                        ,2018-11-09,"                      529,530                  "
53,                      12.423.253                  ,"                      JD.COM, INC.                  ",                                                20:19                                        ,2018-11-09,"                      21,590                  "
54,                      825.844                  ,                      KLA-TENCOR                  ,                                                20:19                                        ,2018-11-09,"                      94,770                  "
55,                      3.172.730                  ,                      KRAFT HEINZ                  ,                                                20:19                                        ,2018-11-09,"                      53,555                  "
56,                      991.452                  ,                      LAM RESEARCH                  ,                                                20:19                                        ,2018-11-09,"                      147,200                  "
57,                      2.120.131                  ,                      LIBERTY GLO.                  ,                                                20:19                                        ,2018-11-09,"                      24,460                  "
58,                      1.273.885                  ,                      LIBERTY GLOB                  ,                                                20:19                                        ,2018-11-09,"                      25,040                  "
59,                      3.258.655                  ,                      LIBERTY INTE                  ,                                                20:19                                        ,2018-11-09,"                      24,800                  "
60,                      968.106                  ,                      MARRIOTT INT                  ,                                                20:19                                        ,2018-11-09,"                      116,310                  "
61,                      1.878.331                  ,                      MAXIM INTGED                  ,                                                20:19                                        ,2018-11-09,"                      51,790                  "
62,                      257.854                  ,                      MERCADOLIBRE                  ,                                                20:19                                        ,2018-11-09,"                      318,840                  "
63,                      2.716.803                  ,                      MICROCHIP                  ,                                                20:19                                        ,2018-11-09,"                      71,343                  "
64,                      17.836.514                  ,                      MICRON TECH.                  ,                                                20:19                                        ,2018-11-09,"                      38,830                  "
65,                      18.859.199                  ,                      MICROSOFT                  ,                                                20:19                                        ,2018-11-09,"                      108,945                  "
66,                      3.446.310                  ,                      MONDELEZ INT                  ,                                                20:19                                        ,2018-11-09,"                      44,110                  "
67,                      3.106.657                  ,                      MONSTER BEVE                  ,                                                20:19                                        ,2018-11-09,"                      56,225                  "
68,                      2.122.525                  ,                      MYLAN N.V.                  ,                                                20:19                                        ,2018-11-09,"                      36,720                  "
69,                      1.046.018                  ,                      NETEASE                  ,                                                20:19                                        ,2018-11-09,"                      217,220                  "
70,                      9.738.359                  ,                      NETFLIX INC.                  ,                                                20:19                                        ,2018-11-09,"                      299,560                  "
71,                      7.625.770                  ,                      NVIDIA CORP.                  ,                                                20:19                                        ,2018-11-09,"                      203,205                  "
72,                      2.010.755                  ,                      NXP SEMICON.                  ,                                                20:19                                        ,2018-11-09,"                      82,860                  "
73,                      485.529                  ,                      O'REILLY AUT                  ,                                                20:19                                        ,2018-11-09,"                      353,510                  "
74,                      685.651                  ,                      PACCAR INC.                  ,                                                20:19                                        ,2018-11-09,"                      58,250                  "
75,                      559.657                  ,                      PAYCHEX INC                  ,                                                20:19                                        ,2018-11-09,"                      68,370                  "
76,                      5.701.794                  ,                      PAYPAL HOLDI                  ,                                                20:19                                        ,2018-11-09,"                      85,651                  "
77,                      2.570.972                  ,"                      PEPSICO, INC                  ",                                                20:19                                        ,2018-11-09,"                      116,955                  "
78,                      13.334.253                  ,                      QUALCOMM INC                  ,                                                20:19                                        ,2018-11-09,"                      56,240                  "
79,                      339.153                  ,                      REGENERON PH                  ,                                                20:19                                        ,2018-11-09,"                      353,520                  "
80,                      988.487                  ,                      ROSS STORES                  ,                                                20:19                                        ,2018-11-09,"                      102,070                  "
81,                      4.629.227                  ,                      SEAGATE TECH                  ,                                                20:19                                        ,2018-11-09,"                      42,550                  "
82,                      1.057.684                  ,                      SHIRE PLC                  ,                                                20:19                                        ,2018-11-09,"                      180,550                  "
83,                      8.828.321                  ,                      SIRIUS XM HL                  ,                                                20:19                                        ,2018-11-09,"                      6,145                  "
84,                      6.162.222                  ,                      SKYWORKS                  ,                                                20:19                                        ,2018-11-09,"                      75,990                  "
85,                      5.038.478                  ,                      STARBUCKS                  ,                                                20:19                                        ,2018-11-09,"                      68,390                  "
86,                      4.617.398                  ,                      SYMANTEC COR                  ,                                                20:19                                        ,2018-11-09,"                      21,885                  "
87,                      397.270                  ,                      SYNOPSYS INC                  ,                                                20:19                                        ,2018-11-09,"                      92,545                  "
88,                      1.395.370                  ,"                      T-MOBILE US,                  ",                                                20:19                                        ,2018-11-09,"                      68,130                  "
89,                      4.443.972                  ,                      TAKE-TWO INT                  ,                                                20:19                                        ,2018-11-09,"                      110,440                  "
90,                      3.971.783                  ,                      TESLA MOTORS                  ,                                                20:19                                        ,2018-11-09,"                      347,100                  "
91,                      3.265.298                  ,                      TEXAS INSTRS                  ,                                                20:19                                        ,2018-11-09,"                      95,930                  "
92,                      6.522.116                  ,                      TWENTY-FIRST                  ,                                                20:19                                        ,2018-11-09,"                      48,150                  "
93,                      2.800.156                  ,                      TWENTY-FIRST                  ,                                                20:19                                        ,2018-11-09,"                      47,730                  "
94,                      991.501                  ,                      ULTA SALON                  ,                                                20:19                                        ,2018-11-09,"                      304,458                  "
95,                      635.592                  ,                      VERISK ANALY                  ,                                                20:19                                        ,2018-11-09,"                      122,180                  "
96,                      815.066                  ,                      VERTEX PHARM                  ,                                                20:19                                        ,2018-11-09,"                      178,050                  "
97,                      4.215.016                  ,                      VODAFONE GRP                  ,                                                20:19                                        ,2018-11-09,"                      18,670                  "
98,                      2.025.928                  ,                      WALGREENS B.                  ,                                                20:19                                        ,2018-11-09,"                      81,900                  "
99,                      3.881.079                  ,                      WESTERN DIGI                  ,                                                20:19                                        ,2018-11-09,"                      44,925                  "
100,                      1.169.782                  ,"                      WORKDAY, INC                  ",                                                20:19                                        ,2018-11-09,"                      138,510                  "
101,                      4.142.735                  ,                      WYNN RESORTS                  ,                                                20:19                                        ,2018-11-09,"                      98,750                  "
102,                      1.457.124                  ,                      XILINX INC                  ,                                                20:19                                        ,2018-11-09,"                      85,410                  "
103,                      27.180.268                  ,                      ACTIVISION I                  ,                                                20:34                                        ,2018-11-09,"                      54,620                  "
104,                      1.554.897                  ,                      ADOBE SYSTEM                  ,                                                20:34                                        ,2018-11-09,"                      241,720                  "
105,                      727.306                  ,                      ALEXION PHAR                  ,                                                20:34                                        ,2018-11-09,"                      122,745                  "
106,                      1.183.875                  ,                      ALIGN TECH                  ,                                                20:33                                        ,2018-11-09,"                      230,910                  "
107,                      893.908                  ,                      ALPHABET A                  ,                                                20:34                                        ,2018-11-09,"                      1.066,220                  "
108,                      861.167                  ,                      ALPHABET C                  ,                                                20:34                                        ,2018-11-09,"                      1.055,500                  "
109,                      4.203.666                  ,                      AMAZON.COM                  ,                                                20:34                                        ,2018-11-09,"                      1.706,900                  "
110,                      3.958.077                  ,                      AMER.AIR.GRP                  ,                                                20:34                                        ,2018-11-09,"                      36,180                  "
111,                      1.115.944                  ,                      AMGEN INC                  ,                                                20:34                                        ,2018-11-09,"                      192,930                  "
112,                      1.856.178                  ,                      ANALOG DEVIC                  ,                                                20:34                                        ,2018-11-09,"                      87,290                  "
113,                      22.399.272                  ,                      APPLE INC                  ,                                                20:34                                        ,2018-11-09,"                      202,800                  "
114,                      4.775.204                  ,                      APPLI.MATLS.                  ,                                                20:34                                        ,2018-11-09,"                      34,150                  "
115,                      1.169.562                  ,                      ASML HOLDING                  ,                                                20:34                                        ,2018-11-09,"                      172,795                  "
116,                      882.388                  ,                      AUTODESK INC                  ,                                                20:34                                        ,2018-11-09,"                      134,300                  "
117,                      896.179                  ,                      AUTOMAT.DATA                  ,                                                20:34                                        ,2018-11-09,"                      146,720                  "
118,                      1.999.177                  ,                      BAIDU                  ,                                                20:34                                        ,2018-11-09,"                      182,575                  "
119,                      415.649                  ,                      BIOGEN INC.                  ,                                                20:33                                        ,2018-11-09,"                      324,460                  "
120,                      503.394                  ,                      BIOMARIN PHA                  ,                                                20:34                                        ,2018-11-09,"                      95,220                  "
121,                      206.643                  ,                      BOOKING HOLD                  ,                                                20:33                                        ,2018-11-09,"                      1.926,700                  "
122,                      2.172.708                  ,                      BROADCOM COR                  ,                                                20:34                                        ,2018-11-09,"                      235,980                  "
123,                      775.868                  ,                      CADENCE DESI                  ,                                                20:34                                        ,2018-11-09,"                      45,990                  "
124,                      2.661.645                  ,                      CELGENE CORP                  ,                                                20:34                                        ,2018-11-09,"                      73,660                  "
125,                      1.323.673                  ,                      CERNER CORP                  ,                                                20:34                                        ,2018-11-09,"                      57,290                  "
126,                      451.701                  ,                      CHARTER COMM                  ,                                                20:33                                        ,2018-11-09,"                      317,730                  "
127,                      834.009                  ,                      CHECK POINT                  ,                                                20:34                                        ,2018-11-09,"                      111,970                  "
128,                      207.289                  ,                      CINTAS CORP                  ,                                                20:33                                        ,2018-11-09,"                      178,170                  "
129,                      13.647.169                  ,                      CISCO SYSTEM                  ,                                                20:34                                        ,2018-11-09,"                      46,920                  "
130,                      378.889                  ,                      CITRIX SYS.                  ,                                                20:33                                        ,2018-11-09,"                      106,070                  "
131,                      1.697.259                  ,                      COGNIZANT                  ,                                                20:34                                        ,2018-11-09,"                      70,020                  "
132,                      9.661.040                  ,                      COMCAST CL A                  ,                                                20:34                                        ,2018-11-09,"                      38,055                  "
133,                      1.388.683                  ,                      COSTCO WHOLE                  ,                                                20:34                                        ,2018-11-09,"                      237,380                  "
134,                      3.063.882                  ,                      CSX CORPORAT                  ,                                                20:34                                        ,2018-11-09,"                      70,080                  "
135,                      6.610.314                  ,                      CTRIP.COM                  ,                                                20:34                                        ,2018-11-09,"                      26,065                  "
136,                      6.550.759                  ,                      DENTSPLY SIR                  ,                                                20:33                                        ,2018-11-09,"                      35,960                  "
137,                      1.172.448                  ,                      DOLLAR TREE                  ,                                                20:34                                        ,2018-11-09,"                      86,060                  "
138,                      5.329.757                  ,                      EBAY INC.                  ,                                                20:34                                        ,2018-11-09,"                      29,640                  "
139,                      4.512.214                  ,                      ELECTRO.ARTS                  ,                                                20:34                                        ,2018-11-09,"                      88,360                  "
140,                      941.688                  ,                      EXPEDIA INC                  ,                                                20:34                                        ,2018-11-09,"                      124,500                  "
141,                      1.398.819                  ,                      EXPRESS SCR.                  ,                                                20:34                                        ,2018-11-09,"                      98,540                  "
142,                      10.981.417                  ,                      FACEBOOK INC                  ,                                                20:34                                        ,2018-11-09,"                      144,480                  "
143,                      2.638.063                  ,                      FASTENAL CO.                  ,                                                20:34                                        ,2018-11-09,"                      54,460                  "
144,                      1.149.601                  ,                      FISERV INC                  ,                                                20:34                                        ,2018-11-09,"                      79,810                  "
145,                      2.331.030                  ,                      GILEAD SCIEN                  ,                                                20:34                                        ,2018-11-09,"                      70,900                  "
146,                      675.650                  ,"                      HASBRO, INC.                  ",                                                20:34                                        ,2018-11-09,"                      96,815                  "
147,                      720.069                  ,                      HENRY SCHEIN                  ,                                                20:33                                        ,2018-11-09,"                      85,010                  "
148,                      1.528.633                  ,                      HOLOGIC INC                  ,                                                20:34                                        ,2018-11-09,"                      41,470                  "
149,                      546.485                  ,                      HUNT J B TRA                  ,                                                20:34                                        ,2018-11-09,"                      106,540                  "
150,                      213.028                  ,                      IDEXX LAB                  ,                                                20:33                                        ,2018-11-09,"                      204,340                  "
151,                      742.203                  ,                      ILLUMINA INC                  ,                                                20:34                                        ,2018-11-09,"                      326,200                  "
152,                      758.647                  ,                      INCYTE GENOM                  ,                                                20:33                                        ,2018-11-09,"                      65,860                  "
153,                      12.991.925                  ,                      INTEL CORP                  ,                                                20:34                                        ,2018-11-09,"                      48,030                  "
154,                      1.097.506                  ,                      INTUIT INC                  ,                                                20:34                                        ,2018-11-09,"                      219,747                  "
155,                      433.805                  ,                      INTUITIVE S.                  ,                                                20:33                                        ,2018-11-09,"                      532,010                  "
156,                      12.725.244                  ,"                      JD.COM, INC.                  ",                                                20:34                                        ,2018-11-09,"                      21,660                  "
157,                      852.208                  ,                      KLA-TENCOR                  ,                                                20:34                                        ,2018-11-09,"                      94,830                  "
158,                      3.284.946                  ,                      KRAFT HEINZ                  ,                                                20:34                                        ,2018-11-09,"                      53,655                  "
159,                      1.034.383                  ,                      LAM RESEARCH                  ,                                                20:34                                        ,2018-11-09,"                      147,500                  "
160,                      2.188.046                  ,                      LIBERTY GLO.                  ,                                                20:34                                        ,2018-11-09,"                      24,480                  "
161,                      1.338.946                  ,                      LIBERTY GLOB                  ,                                                20:34                                        ,2018-11-09,"                      25,040                  "
162,                      3.392.179                  ,                      LIBERTY INTE                  ,                                                20:34                                        ,2018-11-09,"                      24,725                  "
163,                      1.007.157                  ,                      MARRIOTT INT                  ,                                                20:34                                        ,2018-11-09,"                      116,570                  "
164,                      1.968.907                  ,                      MAXIM INTGED                  ,                                                20:34                                        ,2018-11-09,"                      51,890                  "
165,                      270.543                  ,                      MERCADOLIBRE                  ,                                                20:33                                        ,2018-11-09,"                      318,690                  "
166,                      2.832.553                  ,                      MICROCHIP                  ,                                                20:34                                        ,2018-11-09,"                      71,680                  "
167,                      18.385.254                  ,                      MICRON TECH.                  ,                                                20:34                                        ,2018-11-09,"                      38,900                  "
168,                      19.628.633                  ,                      MICROSOFT                  ,                                                20:34                                        ,2018-11-09,"                      109,120                  "
169,                      3.605.290                  ,                      MONDELEZ INT                  ,                                                20:34                                        ,2018-11-09,"                      44,120                  "
170,                      3.264.836                  ,                      MONSTER BEVE                  ,                                                20:34                                        ,2018-11-09,"                      56,190                  "
171,                      2.215.264                  ,                      MYLAN N.V.                  ,                                                20:34                                        ,2018-11-09,"                      36,840                  "
172,                      1.086.911                  ,                      NETEASE                  ,                                                20:34                                        ,2018-11-09,"                      217,705                  "
173,                      10.022.880                  ,                      NETFLIX INC.                  ,                                                20:34                                        ,2018-11-09,"                      299,650                  "
174,                      7.830.732                  ,                      NVIDIA CORP.                  ,                                                20:34                                        ,2018-11-09,"                      203,860                  "
175,                      2.079.112                  ,                      NXP SEMICON.                  ,                                                20:34                                        ,2018-11-09,"                      83,100                  "
176,                      505.754                  ,                      O'REILLY AUT                  ,                                                20:34                                        ,2018-11-09,"                      353,830                  "
177,                      723.566                  ,                      PACCAR INC.                  ,                                                20:34                                        ,2018-11-09,"                      58,370                  "
178,                      605.819                  ,                      PAYCHEX INC                  ,                                                20:34                                        ,2018-11-09,"                      68,520                  "
179,                      5.927.661                  ,                      PAYPAL HOLDI                  ,                                                20:34                                        ,2018-11-09,"                      85,940                  "
180,                      2.798.023                  ,"                      PEPSICO, INC                  ",                                                20:34                                        ,2018-11-09,"                      116,965                  "
181,                      14.798.873                  ,                      QUALCOMM INC                  ,                                                20:34                                        ,2018-11-09,"                      56,420                  "
182,                      349.652                  ,                      REGENERON PH                  ,                                                20:33                                        ,2018-11-09,"                      354,050                  "
183,                      1.045.729                  ,                      ROSS STORES                  ,                                                20:34                                        ,2018-11-09,"                      102,060                  "
184,                      5.000.408                  ,                      SEAGATE TECH                  ,                                                20:34                                        ,2018-11-09,"                      42,790                  "
185,                      1.106.259                  ,                      SHIRE PLC                  ,                                                20:34                                        ,2018-11-09,"                      180,190                  "
186,                      9.246.047                  ,                      SIRIUS XM HL                  ,                                                20:34                                        ,2018-11-09,"                      6,160                  "
187,                      6.279.072                  ,                      SKYWORKS                  ,                                                20:34                                        ,2018-11-09,"                      76,220                  "
188,                      5.197.179                  ,                      STARBUCKS                  ,                                                20:34                                        ,2018-11-09,"                      68,490                  "
189,                      4.779.276                  ,                      SYMANTEC COR                  ,                                                20:34                                        ,2018-11-09,"                      21,965                  "
190,                      415.216                  ,                      SYNOPSYS INC                  ,                                                20:34                                        ,2018-11-09,"                      92,790                  "
191,                      1.468.048                  ,"                      T-MOBILE US,                  ",                                                20:34                                        ,2018-11-09,"                      68,020                  "
192,                      4.589.510                  ,                      TAKE-TWO INT                  ,                                                20:34                                        ,2018-11-09,"                      110,500                  "
193,                      4.092.177                  ,                      TESLA MOTORS                  ,                                                20:34                                        ,2018-11-09,"                      348,830                  "
194,                      3.386.236                  ,                      TEXAS INSTRS                  ,                                                20:34                                        ,2018-11-09,"                      96,050                  "
195,                      2.919.240                  ,                      TWENTY-FIRST                  ,                                                20:34                                        ,2018-11-09,"                      47,690                  "
196,                      6.889.143                  ,                      TWENTY-FIRST                  ,                                                20:34                                        ,2018-11-09,"                      48,110                  "
197,                      1.013.664                  ,                      ULTA SALON                  ,                                                20:33                                        ,2018-11-09,"                      304,890                  "
198,                      651.882                  ,                      VERISK ANALY                  ,                                                20:34                                        ,2018-11-09,"                      122,360                  "
199,                      858.325                  ,                      VERTEX PHARM                  ,                                                20:33                                        ,2018-11-09,"                      178,220                  "
200,                      4.372.856                  ,                      VODAFONE GRP                  ,                                                20:34                                        ,2018-11-09,"                      18,675                  "
201,                      2.102.371                  ,                      WALGREENS B.                  ,                                                20:34                                        ,2018-11-09,"                      81,890                  "
202,                      4.005.187                  ,                      WESTERN DIGI                  ,                                                20:34                                        ,2018-11-09,"                      45,120                  "
203,                      1.203.537                  ,"                      WORKDAY, INC                  ",                                                20:33                                        ,2018-11-09,"                      138,610                  "
204,                      4.253.398                  ,                      WYNN RESORTS                  ,                                                20:34                                        ,2018-11-09,"                      98,610                  "
205,                      1.499.653                  ,                      XILINX INC                  ,                                                20:34                                        ,2018-11-09,"                      85,470                  "
206,                      27.831.648                  ,                      ACTIVISION I                  ,                                                20:49                                        ,2018-11-09,"                      54,830                  "
207,                      1.610.150                  ,                      ADOBE SYSTEM                  ,                                                20:49                                        ,2018-11-09,"                      242,452                  "
208,                      758.281                  ,                      ALEXION PHAR                  ,                                                20:49                                        ,2018-11-09,"                      123,085                  "
209,                      1.277.477                  ,                      ALIGN TECH                  ,                                                20:49                                        ,2018-11-09,"                      232,755                  "
210,                      926.782                  ,                      ALPHABET A                  ,                                                20:49                                        ,2018-11-09,"                      1.071,710                  "
211,                      895.137                  ,                      ALPHABET C                  ,                                                20:49                                        ,2018-11-09,"                      1.060,770                  "
212,                      4.397.256                  ,                      AMAZON.COM                  ,                                                20:49                                        ,2018-11-09,"                      1.713,500                  "
213,                      4.084.169                  ,                      AMER.AIR.GRP                  ,                                                20:49                                        ,2018-11-09,"                      36,300                  "
214,                      1.193.698                  ,                      AMGEN INC                  ,                                                20:49                                        ,2018-11-09,"                      192,887                  "
215,                      1.977.867                  ,                      ANALOG DEVIC                  ,                                                20:49                                        ,2018-11-09,"                      87,160                  "
216,                      23.374.905                  ,                      APPLE INC                  ,                                                20:49                                        ,2018-11-09,"                      203,080                  "
217,                      5.003.642                  ,                      APPLI.MATLS.                  ,                                                20:49                                        ,2018-11-09,"                      34,180                  "
218,                      1.188.324                  ,                      ASML HOLDING                  ,                                                20:49                                        ,2018-11-09,"                      173,070                  "
219,                      929.029                  ,                      AUTODESK INC                  ,                                                20:49                                        ,2018-11-09,"                      134,470                  "
220,                      943.868                  ,                      AUTOMAT.DATA                  ,                                                20:48                                        ,2018-11-09,"                      146,860                  "
221,                      2.072.867                  ,                      BAIDU                  ,                                                20:49                                        ,2018-11-09,"                      183,170                  "
222,                      433.170                  ,                      BIOGEN INC.                  ,                                                20:49                                        ,2018-11-09,"                      325,062                  "
223,                      520.125                  ,                      BIOMARIN PHA                  ,                                                20:48                                        ,2018-11-09,"                      95,225                  "
224,                      222.366                  ,                      BOOKING HOLD                  ,                                                20:49                                        ,2018-11-09,"                      1.937,010                  "
225,                      2.291.050                  ,                      BROADCOM COR                  ,                                                20:49                                        ,2018-11-09,"                      236,350                  "
226,                      826.006                  ,                      CADENCE DESI                  ,                                                20:49                                        ,2018-11-09,"                      46,110                  "
227,                      2.762.553                  ,                      CELGENE CORP                  ,                                                20:49                                        ,2018-11-09,"                      73,890                  "
228,                      1.371.267                  ,                      CERNER CORP                  ,                                                20:49                                        ,2018-11-09,"                      57,460                  "
229,                      481.042                  ,                      CHARTER COMM                  ,                                                20:48                                        ,2018-11-09,"                      319,730                  "
230,                      858.129                  ,                      CHECK POINT                  ,                                                20:49                                        ,2018-11-09,"                      112,110                  "
231,                      217.904                  ,                      CINTAS CORP                  ,                                                20:49                                        ,2018-11-09,"                      178,810                  "
232,                      14.162.250                  ,                      CISCO SYSTEM                  ,                                                20:49                                        ,2018-11-09,"                      47,052                  "
233,                      414.892                  ,                      CITRIX SYS.                  ,                                                20:49                                        ,2018-11-09,"                      106,410                  "
234,                      1.780.929                  ,                      COGNIZANT                  ,                                                20:49                                        ,2018-11-09,"                      70,103                  "
235,                      10.050.209                  ,                      COMCAST CL A                  ,                                                20:49                                        ,2018-11-09,"                      38,164                  "
236,                      1.432.777                  ,                      COSTCO WHOLE                  ,                                                20:49                                        ,2018-11-09,"                      237,330                  "
237,                      3.202.437                  ,                      CSX CORPORAT                  ,                                                20:49                                        ,2018-11-09,"                      70,260                  "
238,                      6.875.518                  ,                      CTRIP.COM                  ,                                                20:49                                        ,2018-11-09,"                      26,030                  "
239,                      6.758.812                  ,                      DENTSPLY SIR                  ,                                                20:49                                        ,2018-11-09,"                      35,795                  "
240,                      1.232.416                  ,                      DOLLAR TREE                  ,                                                20:49                                        ,2018-11-09,"                      86,170                  "
241,                      5.615.142                  ,                      EBAY INC.                  ,                                                20:49                                        ,2018-11-09,"                      29,720                  "
242,                      4.710.100                  ,                      ELECTRO.ARTS                  ,                                                20:49                                        ,2018-11-09,"                      88,410                  "
243,                      1.059.533                  ,                      EXPEDIA INC                  ,                                                20:49                                        ,2018-11-09,"                      124,360                  "
244,                      1.454.908                  ,                      EXPRESS SCR.                  ,                                                20:49                                        ,2018-11-09,"                      98,600                  "
245,                      11.637.957                  ,                      FACEBOOK INC                  ,                                                20:49                                        ,2018-11-09,"                      144,510                  "
246,                      2.735.802                  ,                      FASTENAL CO.                  ,                                                20:49                                        ,2018-11-09,"                      54,490                  "
247,                      1.196.212                  ,                      FISERV INC                  ,                                                20:49                                        ,2018-11-09,"                      79,830                  "
248,                      2.452.313                  ,                      GILEAD SCIEN                  ,                                                20:49                                        ,2018-11-09,"                      70,950                  "
249,                      723.733                  ,"                      HASBRO, INC.                  ",                                                20:49                                        ,2018-11-09,"                      96,840                  "
250,                      755.729                  ,                      HENRY SCHEIN                  ,                                                20:49                                        ,2018-11-09,"                      84,940                  "
251,                      1.585.860                  ,                      HOLOGIC INC                  ,                                                20:49                                        ,2018-11-09,"                      41,510                  "
252,                      561.552                  ,                      HUNT J B TRA                  ,                                                20:48                                        ,2018-11-09,"                      106,750                  "
253,                      222.563                  ,                      IDEXX LAB                  ,                                                20:49                                        ,2018-11-09,"                      205,060                  "
254,                      760.274                  ,                      ILLUMINA INC                  ,                                                20:49                                        ,2018-11-09,"                      328,134                  "
255,                      782.746                  ,                      INCYTE GENOM                  ,                                                20:48                                        ,2018-11-09,"                      65,910                  "
256,                      13.532.019                  ,                      INTEL CORP                  ,                                                20:49                                        ,2018-11-09,"                      48,005                  "
257,                      1.122.061                  ,                      INTUIT INC                  ,                                                20:49                                        ,2018-11-09,"                      219,950                  "
258,                      445.992                  ,                      INTUITIVE S.                  ,                                                20:48                                        ,2018-11-09,"                      532,195                  "
259,                      13.075.688                  ,"                      JD.COM, INC.                  ",                                                20:49                                        ,2018-11-09,"                      21,770                  "
260,                      895.387                  ,                      KLA-TENCOR                  ,                                                20:49                                        ,2018-11-09,"                      95,050                  "
261,                      3.489.844                  ,                      KRAFT HEINZ                  ,                                                20:49                                        ,2018-11-09,"                      53,830                  "
262,                      1.091.326                  ,                      LAM RESEARCH                  ,                                                20:49                                        ,2018-11-09,"                      147,434                  "
263,                      2.302.470                  ,                      LIBERTY GLO.                  ,                                                20:49                                        ,2018-11-09,"                      24,640                  "
264,                      1.403.951                  ,                      LIBERTY GLOB                  ,                                                20:49                                        ,2018-11-09,"                      25,190                  "
265,                      3.542.204                  ,                      LIBERTY INTE                  ,                                                20:49                                        ,2018-11-09,"                      24,600                  "
266,                      1.047.256                  ,                      MARRIOTT INT                  ,                                                20:49                                        ,2018-11-09,"                      116,772                  "
267,                      2.043.800                  ,                      MAXIM INTGED                  ,                                                20:49                                        ,2018-11-09,"                      51,810                  "
